"","norm_country","norm_id","lower","upper","sex","avg_util"
"598","Slovenia","janssen_vas",65,74,"male",0.554
"599","Slovenia","janssen_vas",75,200,"female",0.498
"600","Slovenia","janssen_vas",75,200,"male",0.498
"601","Spain","janssen_euvas",0,17,"female",0.968
"602","Spain","janssen_euvas",0,17,"male",0.968
"603","Spain","janssen_euvas",18,24,"female",0.968
"604","Spain","janssen_euvas",18,24,"male",0.968
"605","Spain","janssen_euvas",25,34,"female",0.963
"606","Spain","janssen_euvas",25,34,"male",0.963
"607","Spain","janssen_euvas",35,44,"female",0.939
"608","Spain","janssen_euvas",35,44,"male",0.939
"609","Spain","janssen_euvas",45,54,"female",0.911
"610","Spain","janssen_euvas",45,54,"male",0.911
"611","Spain","janssen_euvas",55,64,"female",0.884
"612","Spain","janssen_euvas",55,64,"male",0.884
"613","Spain","janssen_euvas",65,74,"female",0.87
"614","Spain","janssen_euvas",65,74,"male",0.87
"615","Spain","janssen_euvas",75,200,"female",0.773
"616","Spain","janssen_euvas",75,200,"male",0.773
"617","Spain","janssen_tto",0,17,"female",0.982
"618","Spain","janssen_tto",0,17,"male",0.982
"619","Spain","janssen_tto",18,24,"female",0.982
"620","Spain","janssen_tto",18,24,"male",0.982
"621","Spain","janssen_tto",25,34,"female",0.975
"622","Spain","janssen_tto",25,34,"male",0.975
"623","Spain","janssen_tto",35,44,"female",0.949
"624","Spain","janssen_tto",35,44,"male",0.949
"625","Spain","janssen_tto",45,54,"female",0.923
"626","Spain","janssen_tto",45,54,"male",0.923
"627","Spain","janssen_tto",55,64,"female",0.901
"628","Spain","janssen_tto",55,64,"male",0.901
"629","Spain","janssen_tto",65,74,"female",0.891
"630","Spain","janssen_tto",65,74,"male",0.891
"631","Spain","janssen_tto",75,200,"female",0.781
"632","Spain","janssen_tto",75,200,"male",0.781
"633","Spain","janssen_vas",0,17,"female",0.969
"634","Spain","janssen_vas",0,17,"male",0.969
"635","Spain","janssen_vas",18,24,"female",0.969
"636","Spain","janssen_vas",18,24,"male",0.969
"637","Spain","janssen_vas",25,34,"female",0.963
"638","Spain","janssen_vas",25,34,"male",0.963
"639","Spain","janssen_vas",35,44,"female",0.939
"640","Spain","janssen_vas",35,44,"male",0.939
"641","Spain","janssen_vas",45,54,"female",0.912
"642","Spain","janssen_vas",45,54,"male",0.912
"643","Spain","janssen_vas",55,64,"female",0.883
"644","Spain","janssen_vas",55,64,"male",0.883
"645","Spain","janssen_vas",65,74,"female",0.866
"646","Spain","janssen_vas",65,74,"male",0.866
"647","Spain","janssen_vas",75,200,"female",0.761
"648","Spain","janssen_vas",75,200,"male",0.761
"649","Sweden","janssen_euvas",0,17,"female",0.888
"650","Sweden","janssen_euvas",0,17,"male",0.888
"651","Sweden","janssen_euvas",18,24,"female",0.888
"652","Sweden","janssen_euvas",18,24,"male",0.888
"653","Sweden","janssen_euvas",25,34,"female",0.893
"654","Sweden","janssen_euvas",25,34,"male",0.893
"655","Sweden","janssen_euvas",35,44,"female",0.868
"656","Sweden","janssen_euvas",35,44,"male",0.868
"657","Sweden","janssen_euvas",45,54,"female",0.835
"658","Sweden","janssen_euvas",45,54,"male",0.835
"659","Sweden","janssen_euvas",55,64,"female",0.813
"660","Sweden","janssen_euvas",55,64,"male",0.813
"661","Sweden","janssen_euvas",65,74,"female",0.836
"662","Sweden","janssen_euvas",65,74,"male",0.836
"663","Sweden","janssen_euvas",75,200,"female",0.701
"664","Sweden","janssen_euvas",75,200,"male",0.701
"665","Thailand","janssen_euvas",0,17,"female",0.814
"666","Thailand","janssen_euvas",0,17,"male",0.814
"667","Thailand","janssen_euvas",18,24,"female",0.814
"668","Thailand","janssen_euvas",18,24,"male",0.814
"669","Thailand","janssen_euvas",25,34,"female",0.785
"670","Thailand","janssen_euvas",25,34,"male",0.785
"671","Thailand","janssen_euvas",35,44,"female",0.771
"672","Thailand","janssen_euvas",35,44,"male",0.771
"673","Thailand","janssen_euvas",45,54,"female",0.717
"674","Thailand","janssen_euvas",45,54,"male",0.717
"675","Thailand","janssen_euvas",55,64,"female",0.694
"676","Thailand","janssen_euvas",55,64,"male",0.694
"677","Thailand","janssen_euvas",65,74,"female",0.67
"678","Thailand","janssen_euvas",65,74,"male",0.67
"679","Thailand","janssen_euvas",75,200,"female",0.657
"680","Thailand","janssen_euvas",75,200,"male",0.657
"681","United Kingdom","janssen_euvas",0,17,"female",0.934
"682","United Kingdom","janssen_euvas",0,17,"male",0.934
"683","United Kingdom","janssen_euvas",18,24,"female",0.934
"684","United Kingdom","janssen_euvas",18,24,"male",0.934
"685","United Kingdom","janssen_euvas",25,34,"female",0.922
"686","United Kingdom","janssen_euvas",25,34,"male",0.922
"687","United Kingdom","janssen_euvas",35,44,"female",0.905
"688","United Kingdom","janssen_euvas",35,44,"male",0.905
"689","United Kingdom","janssen_euvas",45,54,"female",0.849
"690","United Kingdom","janssen_euvas",45,54,"male",0.849
"691","United Kingdom","janssen_euvas",55,64,"female",0.804
"692","United Kingdom","janssen_euvas",55,64,"male",0.804
"693","United Kingdom","janssen_euvas",65,74,"female",0.785
"694","United Kingdom","janssen_euvas",65,74,"male",0.785
"695","United Kingdom","janssen_euvas",75,200,"female",0.734
"696","United Kingdom","janssen_euvas",75,200,"male",0.734
"697","United Kingdom","janssen_tto",0,17,"female",0.94
"698","United Kingdom","janssen_tto",0,17,"male",0.94
"699","United Kingdom","janssen_tto",18,24,"female",0.94
"700","United Kingdom","janssen_tto",18,24,"male",0.94
"701","United Kingdom","janssen_tto",25,34,"female",0.927
"702","United Kingdom","janssen_tto",25,34,"male",0.927
"703","United Kingdom","janssen_tto",35,44,"female",0.911
"704","United Kingdom","janssen_tto",35,44,"male",0.911
"705","United Kingdom","janssen_tto",45,54,"female",0.847
"706","United Kingdom","janssen_tto",45,54,"male",0.847
"707","United Kingdom","janssen_tto",55,64,"female",0.799
"708","United Kingdom","janssen_tto",55,64,"male",0.799
"709","United Kingdom","janssen_tto",65,74,"female",0.779
"710","United Kingdom","janssen_tto",65,74,"male",0.779
"711","United Kingdom","janssen_tto",75,200,"female",0.726
"712","United Kingdom","janssen_tto",75,200,"male",0.726
"713","United Kingdom","janssen_vas",0,17,"female",0.931
"714","United Kingdom","janssen_vas",0,17,"male",0.931
"715","United Kingdom","janssen_vas",18,24,"female",0.931
"716","United Kingdom","janssen_vas",18,24,"male",0.931
"717","United Kingdom","janssen_vas",25,34,"female",0.92
"718","United Kingdom","janssen_vas",25,34,"male",0.92
"719","United Kingdom","janssen_vas",35,44,"female",0.902
"720","United Kingdom","janssen_vas",35,44,"male",0.902
"721","United Kingdom","janssen_vas",45,54,"female",0.846
"722","United Kingdom","janssen_vas",45,54,"male",0.846
"723","United Kingdom","janssen_vas",55,64,"female",0.799
"724","United Kingdom","janssen_vas",55,64,"male",0.799
"725","United Kingdom","janssen_vas",65,74,"female",0.778
"726","United Kingdom","janssen_vas",65,74,"male",0.778
"727","United Kingdom","janssen_vas",75,200,"female",0.726
"728","United Kingdom","janssen_vas",75,200,"male",0.726
"729","United Kingdom","mvh",0,17,"female",0.94
"730","United Kingdom","mvh",0,17,"male",0.94
"731","United Kingdom","mvh",18,24,"female",0.94
"732","United Kingdom","mvh",18,24,"male",0.94
"733","United Kingdom","mvh",25,34,"female",0.93
"734","United Kingdom","mvh",25,34,"male",0.93
"735","United Kingdom","mvh",35,44,"female",0.91
"736","United Kingdom","mvh",35,44,"male",0.91
"737","United Kingdom","mvh",45,54,"female",0.85
"738","United Kingdom","mvh",45,54,"male",0.84
"739","United Kingdom","mvh",55,64,"female",0.81
"740","United Kingdom","mvh",55,64,"male",0.78
"741","United Kingdom","mvh",65,74,"female",0.78
"742","United Kingdom","mvh",65,74,"male",0.78
"743","United Kingdom","mvh",75,200,"female",0.71
"744","United Kingdom","mvh",75,200,"male",0.75
"745","United States of America","janssen_euvas",0,17,"female",0.899
"746","United States of America","janssen_euvas",0,17,"male",0.899
"747","United States of America","janssen_euvas",18,24,"female",0.899
"748","United States of America","janssen_euvas",18,24,"male",0.899
"749","United States of America","janssen_euvas",25,34,"female",0.883
"750","United States of America","janssen_euvas",25,34,"male",0.883
"751","United States of America","janssen_euvas",35,44,"female",0.853
"752","United States of America","janssen_euvas",35,44,"male",0.853
"753","United States of America","janssen_euvas",45,54,"female",0.809
"754","United States of America","janssen_euvas",45,54,"male",0.809
"755","United States of America","janssen_euvas",55,64,"female",0.776
"756","United States of America","janssen_euvas",55,64,"male",0.776
"757","United States of America","janssen_euvas",65,74,"female",0.756
"758","United States of America","janssen_euvas",65,74,"male",0.756
"759","United States of America","janssen_euvas",75,200,"female",0.677
"760","United States of America","janssen_euvas",75,200,"male",0.677
"761","United States of America","janssen_tto",0,17,"female",0.924
"762","United States of America","janssen_tto",0,17,"male",0.924
"763","United States of America","janssen_tto",18,24,"female",0.924
"764","United States of America","janssen_tto",18,24,"male",0.924
"765","United States of America","janssen_tto",25,34,"female",0.912
"766","United States of America","janssen_tto",25,34,"male",0.912
"767","United States of America","janssen_tto",35,44,"female",0.889
"768","United States of America","janssen_tto",35,44,"male",0.889
"769","United States of America","janssen_tto",45,54,"female",0.855
"770","United States of America","janssen_tto",45,54,"male",0.855
"771","United States of America","janssen_tto",55,64,"female",0.83
"772","United States of America","janssen_tto",55,64,"male",0.83
"773","United States of America","janssen_tto",65,74,"female",0.817
"774","United States of America","janssen_tto",65,74,"male",0.817
"775","United States of America","janssen_tto",75,200,"female",0.755
"776","United States of America","janssen_tto",75,200,"male",0.755
